Title,Floor,Rooms,Living Space,Images,Country,Locality,PostalCode,Region,Street,Latitude,Longitude,Distance Public Transport,hasGarage,Is Minergie General,Is New Building,Extra cost,Gross cost,Net cost,Purchase cost,Description,Url
City Pop - Deine flexible Lösung für lange und kürzere Aufenthalte um dich wie zu Hause zu fühlen,,1.5,23,"https://media2.homegate.ch/listings/e335city/3001912432/image/d50b63d20f38484c5681465cd24d8c6d.jpg, https://media2.homegate.ch/listings/e335city/3001912432/image/ca5a6cd4dc830d282974e33fb3fb08b1.jpg, https://media2.homegate.ch/listings/e335city/3001912432/image/50206aa85814896cfa3ec7a2cd39f883.jpg, https://media2.homegate.ch/listings/e335city/3001912432/image/32c280ff3ac8247feaaf503fe2488435.jpg, https://media2.homegate.ch/listings/e335city/3001912432/image/4c8caa8bc3a864a2be898116e649291a.jpg, https://media2.homegate.ch/listings/e335city/3001912432/image/bee053e67930bcad1796f3fb565623cf.jpg, https://media2.homegate.ch/listings/e335city/3001912432/image/818148fbf6aec393dee9a8861817cb5c.jpg, https://media2.homegate.ch/listings/e335city/3001912432/image/89806586944b3ba379e9a6ea302ee389.jpg, https://media2.homegate.ch/listings/e335city/3001912432/image/5438c609d75250bd4ae4d6dff6f31400.jpg, https://media2.homegate.ch/listings/e335city/3001912432/image/edb42257e7c91578cad3a3447bdcbf67.jpg, https://media2.homegate.ch/listings/e335city/3001912432/image/e0f471606f583f3f9775efcf000bf5d5.jpg, https://media2.homegate.ch/listings/e335city/3001912432/image/bf2d1813ae4c2010e0e842c5d7af324e.jpg, https://media2.homegate.ch/listings/e335city/3001912432/image/b1161547f0a6f7fac8c26a63d5162d7d.jpg, https://media2.homegate.ch/listings/e335city/3001912432/image/4631975f88f24018df6bd5a81d4c58ab.jpg, https://media2.homegate.ch/listings/e335city/3001912432/image/da9b7d67fb732187ca1e1112c853900e.jpg",CH,Zürich,8048,ZH,Bernerstrasse S 169,47.3944849,8.486319800000002,,True,,,,1620,,,"City Pop - Deine flexible Lösung für lange und kürzere Aufenthalte um dich wie zu Hause zu fühlen.Ab 405CHF/Woche bis 500CHF/Woche, bieten wir zentral gelegene Wohnungen in Zürich-Altstetten an, von rund 30-35 Quadratmeter. Wir bieten verschieden typologien an Pop: M, L oder XL. Diese möblierten Wohnungen garantieren ein authentisches Wohnerlebnis.Alle Pop Wohnungen blicken auf einen wunderschönen grünen Park im Inneren des Gebäudes, der ein angenehmer Gemeinschaftsbereich zum Entspannen ist. - Ausgestattete Wohnungen mit Küche, Wohnzimmer, Schlafzimmer und Bad; - Vollständiges Inventar für Küche (Teller, Gläser, Töpfe usw.), Schlafbereich und Badezimmer (Handtücher); - Nebenkosten (Elektrizität, Wasser); - Wi-Fi; - Smart TV (Serafe excl.); - Frühstück (Croissant und Kaffee).Aber das ist noch nicht alles! Dieses fantastische und innovative Wohnkonzept ist frei von vertraglichen Beschränkungen hinsichtlich der Mindestaufenthaltsdauer und kann auch für 4 Wochen bis maximal 52 Wochen gebucht werden. Es steht eine breite Palette von Standard- und Zusatzdiensten zur Verfügung, die z.B. über die City-Pop-App aktiviert werden können:- Reinigungsservice (wöchentlich, zweiwöchentlich); - Kellerraum; - Parkplatz (intern und extern).Jeder Gast kann sich sein eigenes Angebot an Dienstleistungen zusammenstellen und anpassen, um seinen Bedürfnissen und seinem Lebensstil am besten gerecht zu werden.Es ist so einfach wie die Buchung eines Hotelzimmers! Um ein Apartment zu buchen: - Laden unsere ""City Pop"" App herunter; - Wähle deinen Buchungszeitraum (Check-in und Check-out); die verfügbare Pop erscheinen; - Schliesse deine Buchung ab!Erfahre mehr über unsere Website oder durch unsere App ""Citypop""!Wir freuen uns auf deine Buchung!*********************************City Pop - Your flexible solution for long and short stays to feel at home.From 405CHF/week to 500CHF/week, we offer centrally located 2 apartments in Zurich-Altstetten, of about 30-35 square meters. We offer different typs of Pop: M, L and XL. These furnished apartments guarantee an authentic living experience. All the Pops overlook a wonderful green park in the inner part of the building, which is a pleasant communal area for relaxing and unwind. In your Pop you can relax, work, sleep, cook and eat, all in an apartment with such an organized 4-star interior:- Complete furnished apartment with kitchen, living room, a separate sleeping room and bathroom; - Complete inventory for kitchen (plates, glasses, pots, etc.), sleeping area and towels; - Expenses costs (electricity, water); - Fast Internet connection; - Smart TV (Serafe excluded); - Breakfast (croissant and coffee).But there is more! This fantastic and innovative living concept is free of contractual restrictions regarding the minimum length of stay: City Pop can be booked for 4 weeks up to a maximum of 52 weeks. A wide range of standard and additional services is available, which can be activated e.g. via the City-Pop-App:- Cleaning service (weekly, biweekly); - Storage; - Parking spot (internal and external).Each guest can create and adapt his or her own range of services to best suit his or her needs and lifestyle.It's as easy as booking a hotel room! To book an apartment, download our ""City Pop"" app, choose your booking period and you will have access to all available apartments in the period you want!Get more information to our Website or through our App ""Citypop""!We are looking forward to meeting you soon at City Pop!",https://www.homegate.ch/mieten/3001912432
Wohnen in grünem und ruhigen Quartier,1,4,95,"https://media2.homegate.ch/listings/preaba/3002264823/image/59960cbbd1dd12200c9b6b7cee08ce47.jpg, https://media2.homegate.ch/listings/preaba/3002264823/image/51001897168f55330490b33445d2c082.jpg, https://media2.homegate.ch/listings/preaba/3002264823/image/20b6073ec8ce9f524062cc48dbddd9f5.jpg, https://media2.homegate.ch/listings/preaba/3002264823/image/cdfc297253107ab1645856433c13c00a.jpg, https://media2.homegate.ch/listings/preaba/3002264823/image/65e8713d8d2e794237a5bd84ed39620a.jpg, https://media2.homegate.ch/listings/preaba/3002264823/image/e6b1bc4cb4b7288c3688995cad7ff692.jpg, https://media2.homegate.ch/listings/preaba/3002264823/image/ac926f8f2ec4fde7ee190a93d579d423.jpg",CH,Zürich,8049,ZH,Naglerwiesenstrasse 52,47.4128157,8.481031,,,,,275,2495,2220,,Wir vermieten eine charmante Wohnung mit Cheminée.Die Liegenschaft befindet sich unmittelbar neben der Schule Rütihof.Die Wohnung bietet befindet sich in einem ruhig gelegenem Quartier und bietet folgenden Ausbaustandart an:- Küche mit Geschirrspüler und Glaskeramik- Wohnzimmer mit Cheminée- Bad mit Doppellavabo- Sep. WC- Einbauschrank- alle Zimmer mit Parkett- Balkon- KellerabteilEinstellplätze können dazu gemietet werden für CHF 150.- pro Monat.Haben wir Ihr Interesse geweckt? Wir freuen uns über Ihre Kontaktaufnahme.Die Bilder können vom Original abweichen.,https://www.homegate.ch/mieten/3002264823
Wohnen am Puls von Zürich,3,2.5,57,"https://media2.homegate.ch/listings/pribhg012/3002245152/image/a4b93dbb22637693d73369f1f96e8674.jpg, https://media2.homegate.ch/listings/pribhg012/3002245152/image/df7c50f953b47de439d950cb203ff483.jpg, https://media2.homegate.ch/listings/pribhg012/3002245152/image/e40f4596086354732055eb34b70aa95b.jpg, https://media2.homegate.ch/listings/pribhg012/3002245152/image/eea6f710842a8ddb72a71fd41edd206c.jpg, https://media2.homegate.ch/listings/pribhg012/3002245152/image/ff23a7f38a9b9e0054726a56c65f6f22.jpg",CH,Zürich,8049,ZH,Bergellerstrasse 32,47.4064264,8.4928201,150,,,,250,2250,2000,,"Per 01.02.2023 vermieten wir diese schöne 2.5-Zimmerwohnung in Zürich.Die Wohnung bietet Ihnen folgende Annehmlichkeiten:Wohn- und Schlafzimmer mit ParkettbodenKüche und Badezimmer mit pflegeleichtem, dunklem PlattenbodenLichtdurchflutetes und geräumiges SchlafzimmerModerne, offene Küche mit Glaskeramikherd, Geschirrspüler, Backofen auf Sichthöhe und ausreichend Stauraum für Ihre KüchenutensilienBadezimmer mit WC, Lavabo, Spiegelschrank und DuscheBalkon für gemütliche SonnenstundenEigenes KellerabteilWaschküche und Trockenraum zur MitbenutzungHaustiere sind erlaubt.Bei Bedarf kann ein Einstellplatz für CHF 140.00 pro Monat dazu gemietet werden.Umgebung:Diverse Einkaufsmöglichkeiten befinden sich in unmittelbarer NäheVerschiedenste Wanderwege und Grillplätze auf dem Hönggerberg bieten Raum zur ErholungGute Anschlüsse an den öffentlichen Verkehr und die AutobahnDas Zürcher Stadtzentrum erreichen Sie in kürzester ZeitBitte beachten Sie, dass die Bilder als Referenzbilder dienen und vom Original abweichen können.Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin kontaktieren Sie uns bitte schriftlich über das Kontaktformular. Wir freuen uns auf Ihre Anfrage.",https://www.homegate.ch/mieten/3002245152
3.5-Zimmerwohnung mit Gartensitzplatz,0,3.5,77,"https://media2.homegate.ch/listings/dldkan/3002293301/image/e24fa186ee23f2ad9d14afee43623099.png, https://media2.homegate.ch/listings/dldkan/3002293301/image/e59c685d5d3338e25c891819b765a735.png, https://media2.homegate.ch/listings/dldkan/3002293301/image/3cfceaa6b093195a35395cd10965b3e0.png, https://media2.homegate.ch/listings/dldkan/3002293301/image/35f9e9b5c29190a65028c76feea69aac.png, https://media2.homegate.ch/listings/dldkan/3002293301/image/c679dca00657a31c4dd502a4cacf6dc5.png, https://media2.homegate.ch/listings/dldkan/3002293301/image/67f3469e81e54a3f28dc84c97964cd59.png, https://media2.homegate.ch/listings/dldkan/3002293301/image/ca2a1a111fae3bc82c41c6161db9fa67.png, https://media2.homegate.ch/listings/dldkan/3002293301/image/3cf1e57a0ca032f5628d743c5e450df2.png, https://media2.homegate.ch/listings/dldkan/3002293301/image/dacd28dc97cf3789a3bbb7d173e79cf0.png, https://media2.homegate.ch/listings/dldkan/3002293301/image/5f0345cb39ea6deb14c7d2944bcf9c5f.png, https://media2.homegate.ch/listings/dldkan/3002293301/image/6b809e6b804689591567a4ec402212a8.png, https://media2.homegate.ch/listings/dldkan/3002293301/image/907a4be6c856220045b547c1798988e8.png",CH,Zürich,8049,ZH,Tobeleggweg 24,47.397461,8.503026,,,,,250,2500,2250,,"Die 3.5-Zimmerwohnung besticht durch ihre ideale Lage, Nähe Wipkinger-Platz und Naherholungsgebiet an der Limmat. Es handelt sich um die Vermietung einer Eigentumswohnung. Bezug per 01. Februar 2023 oder nach Vereinbarung. Die offene, Küche wurde 2020 komplett saniert. Die ganze Wohnung ist neu gestrichen und mit keramischen Bodenplatten sowie Bodenheizung ausgestattet. Das Objekt verfügt über zwei Nasszellen und eine eigene Waschmaschine. Es gib viel Stauraum in 2 grossen, neuen Wandschränken. Die Lamellenstoren sind in der ganzen Wohnung elektrisch bedienbar. Vom mittleren Raum gelangt man auf den gemütlichen Sitzplatz der südlich ausgerichtet ist. Zur Wohnung gehören ein Parkplatz zu CHF 120.00/Mt. in der hauseignen Tiefgarage und ein Kellerabteil.Interessiert? Nutzen Sie die Gelegenheit diese schöne Wohnung zu besichtigen. Lassen Sie sich vom der guten Lage dieser Wohnung bei einem unverbindlichen Besichtigungstermin überzeugen.Kontakt Verwaltung:Jeannette Rutzerj.rutzer@liegenschafter.chSebastian Gebauers.gebauer@liegenschafter.ch",https://www.homegate.ch/mieten/3002293301
Grosszügige Wohnung im beliebtem Rütihof Quartier,1,4.5,104,"https://media2.homegate.ch/listings/rzhr/3002288752/image/7b7cf641457fef24165f4ccffb7ab65d.png, https://media2.homegate.ch/listings/rzhr/3002288752/image/175e4317b91e8f653aed6a788b83ace7.png, https://media2.homegate.ch/listings/rzhr/3002288752/image/190be1f8eb31575bcca4f444d711ed36.png, https://media2.homegate.ch/listings/rzhr/3002288752/image/cbbcf69e4565e47dbbaa11d3a72325ca.png, https://media2.homegate.ch/listings/rzhr/3002288752/image/c85a319adf4d273391af79c0657e6dbb.png, https://media2.homegate.ch/listings/rzhr/3002288752/image/a546ee86cb7d8a0ee1c75b25095a9c4b.png, https://media2.homegate.ch/listings/rzhr/3002288752/image/3c93eb91fb2fc7682fdef5a39ca8003f.png, https://media2.homegate.ch/listings/rzhr/3002288752/image/7a265ee9098e2bda44bb1f270a0b30df.png, https://media2.homegate.ch/listings/rzhr/3002288752/document/378af471f5cc7a7a4e5fd38bc0f2114a.pdf",CH,Zürich,8049,ZH,Im Oberen Boden 15,47.4161659,8.481100399999999,200,,,,300,2900,2600,,Diese geräumige Wohnung befindet sich in einer gepflegten Überbauung. Besonders familienfreundlich sind der neu gestaltete Kinderspielplatz und der Anschluss an den öffentlichen Verkehr in 5 Gehminuten. Die Küche und das Badezimmer sind frisch saniert.Für Ihre Wohnqualität- Parkettboden in gesamten Wohnung- Frisch geschliffener und versiegelter Boden in Wohn- und Essbereich- Moderne Küche mit Induktionsherd- Grosszügiger Kühlschrank mit separatem Tiefkühler- Badezimmer Badewanne/WC- Separate Dusche/WC- Eigener Waschturm in Reduit - Wandschrank im Eingangsbereich- Kellerabteil für zusätzlichen StauraumZusätzlich auf Wunsch: Einstellplatz CHF 130.-/MonatInteressiert? Dann lohnt sich eine Besichtigung.,https://www.homegate.ch/mieten/3002288752
Geniessen Sie den Ausblick auf den Uetliberg!,1,2,55,"https://media2.homegate.ch/listings/etr/3002290972/image/ac3d3b10dd9246744ac0a1d4845410e3.jpg, https://media2.homegate.ch/listings/etr/3002290972/image/362f7b59cd4be9b5a225cc28d2e04332.jpg, https://media2.homegate.ch/listings/etr/3002290972/image/98e8194a2b01164610ddaeccc3ad6505.jpg, https://media2.homegate.ch/listings/etr/3002290972/image/7fa4b5a1a20640e03f65117b3b71c30f.jpg, https://media2.homegate.ch/listings/etr/3002290972/image/bd24acd1800fe015f05dfdc93ccdba6b.jpg, https://media2.homegate.ch/listings/etr/3002290972/image/f89efe3e3bbb82c4cda92964955d3af3.jpg, https://media2.homegate.ch/listings/etr/3002290972/image/2d95994fde9c195971c1406645beb2c3.jpg, https://media2.homegate.ch/listings/etr/3002290972/image/e836c0e0c88c74f50c925796c5843583.jpg",CH,Zürich,8049,ZH,Riedhoferrain 2,47.407186,8.4818631,250,,,,128,1792,1664,,"Per 1. Februar 2023 vermieten wir diese im Jahr 2021 komplett renovierte 2-Zimmerwohnung (ca. 55 m²) in Zürich-Höngg.Die Liegenschaft liegt sehr zentral etwas oberhalb der Tram- und Busstation Frankental, Einkaufsmöglichkeiten (Coop, Bäckerei) wie auch das Freibad 'Zwischen den Hölzern' sind in wenigen Minuten zu Fuss erreichbar.Ausbaustandard:hellgrauer Plattenboden im Entrée, Küche und Badezimmer / Parkett im Wohnzimmer und SchlafzimmerKüche mit Glaskeramik, Geschirrspüler, Kühlschrank mit sep. GefrierfachWC / Dusche (inkl. Glastrennwand) mit Waschmaschine und TumblerWandschrank mit Garderobe und Tablaren im EingangsbereichBalkon via Wohnzimmer und Küche begehbarKellerabteilGerne zeigen wir Ihnen diese Wohnung - wir freuen uns auf Ihre Kontaktaufnahme.",https://www.homegate.ch/mieten/3002290972
Ab sofort: 2 kombinierte Zimmer in tollem 3er WG-Haus Zürich-HönggEinzelzimmer in Zürich,1,2,35,"https://media2.homegate.ch/listings/hgonif/3002286007/image/507e5ffffc28165dbdb19056466c2e9b.jpg, https://media2.homegate.ch/listings/hgonif/3002286007/image/ab2828f09d41ce964caccd9158968720.jpg, https://media2.homegate.ch/listings/hgonif/3002286007/image/3b7fec488b9653b799bac66a24a25363.jpg, https://media2.homegate.ch/listings/hgonif/3002286007/image/1f9efed5127d008e82de0536f897f4d0.jpg, https://media2.homegate.ch/listings/hgonif/3002286007/image/cedea667e9bb812d8190d4377af52b8a.jpg",CH,Zürich,8049,ZH,Winzerstrasse,47.4015318,8.4898517,,,,,,1380,,,"Hallo zusammen, wir suchen eine/n neue/n Mitbewohner/in für unser tolles WG Haus in 8049 Zürich-Höngg (gut mit ÖV angebunden) - 2 Zimmer für Dich allein, zusammen ca 32 qm- in 3er WG Haus inklusive Garten mit 3 Stockwerken- Arbeitsplatz mit High-Speed-Internet (ideal für Home Office)- 3 Minuten zu Fuss von der Werdinsel- Zeitraum: Ab sofort nach Absprache; auf Wunsch auch (teil-)möbliert möglich- Preis: ca 1380 zzgl. NebenkostenKurz zu uns: Wir sind Tobi und Patrick (37 Jahre) und easy going. Tobi lebt im Zimmer unter dem Dach. Patrick im Souterrain mit eigenem Bad. Für die beiden freien Zimmer im 1. OG (z.B. als Schlaf und Arbeitszimmer) mit Bad auf der gleichen Etage suchen wir eine sympathische, aufgeschlossene Person zwischen 30 und 45 Jahren. Im Haus wird gerne gekocht (und wahnsinnig fein!!) und hin und wieder was gemeinsam unternommen, aber jeder von uns lebt sein Leben. Wir sind eine „Von-allem-Etwas-/das Beste-WG“ mit ganz tollen Nachbarn und suchen jemanden, der auf genau das Lust hat :) Wenn Du interessiert bist, schreib uns bitte ein paar Zeilen zu Dir. Wir melden uns gern kurzfristig wegen eines Kennenlernens :)",https://www.homegate.ch/mieten/3002286007
Besichtigen - Einziehen - Wohlfühlen,0,2,56,"https://media2.homegate.ch/listings/pribhg012/3002291455/image/df6746fcdb2d8f66075ac19e9696e115.jpg, https://media2.homegate.ch/listings/pribhg012/3002291455/image/634e6970193a5ee953ff1dee0660b6b8.jpg, https://media2.homegate.ch/listings/pribhg012/3002291455/image/e48bd0c4c98e710c1c014d56a25708d8.jpg, https://media2.homegate.ch/listings/pribhg012/3002291455/image/64726987d4f023a854f13d8f72e88e41.jpg, https://media2.homegate.ch/listings/pribhg012/3002291455/image/6e45a7e6d0e9a286b4b38e452108aa2a.jpg, https://media2.homegate.ch/listings/pribhg012/3002291455/image/86d2f4716a45d3c7029276825a2c2121.jpg, https://media2.homegate.ch/listings/pribhg012/3002291455/image/ce5f030a0f0abad668f87b8fbfb11999.jpg",CH,Zürich,8049,ZH,Giblenstrasse 6,47.4110034,8.4850367,100,,,,220,1570,1350,,"Per 01.02.2023 vermieten wir diese schöne 2.0-Zimmerwohnung.Wohn- und Schlafzimmer mit ParkettbodenKüche und Nasszelle mit PlattenbodenKüche mit Glaskeramikherd, Geschirrspüler, Backofen und genügend Stauraum für Ihre Küchenutensilien mit TageslichtBadezimmer mit WC, Lavabo, Spiegelschrank, Badewanne und TageslichtEigenes KellerabteilWaschküche und Trockenraum zur MitbenutzungDie Haustierhaltung ist in dieser Liegenschaft erlaubt.Bei Bedarf kann ein Einstellplatz für CHF 150.00 pro Monat dazu gemietet werden.Umgebung:Die Wohnung befindet sich in einem ruhigen QuartierSehr guter Anschluss an die öffentlichen VerkehrsmittelDie Nähe zur Stadt Zürich und dem Zürichsee bietet nicht nur eine Vielzahl an Freizeitmöglichkeiten, sondern lässt auch sonst keine Wünsche offenBitte beachten Sie, dass die Bilder als Referenzbilder dienen und vom Original abweichen können.Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin kontaktieren Sie uns bitte schriftlich über das Kontaktformular. Wir freuen uns auf Ihre Anfrage.",https://www.homegate.ch/mieten/3002291455
Wohnen an der Limmat  günstige 1-Zimmer-Wohnung mit Balkon,1,1,34,"https://media2.homegate.ch/listings/bru/3002289122/image/8101ba54d90538c28b3eea46bb32b19e.jpg, https://media2.homegate.ch/listings/bru/3002289122/image/a10e2ec823dcd18213aaa524b9166023.jpg, https://media2.homegate.ch/listings/bru/3002289122/image/439ad85b701b287b4738770870e78816.jpg, https://media2.homegate.ch/listings/bru/3002289122/image/99754d65e1807e93c8e90fa479fd45c0.jpg, https://media2.homegate.ch/listings/bru/3002289122/image/7535b56caa563f683649fb9baf06f268.jpg, https://media2.homegate.ch/listings/bru/3002289122/image/bc04652221f91682636180cdf48cfafe.jpg, https://media2.homegate.ch/listings/bru/3002289122/image/2c969a9493f30c03317ea5cebb8f81fc.jpg, https://media2.homegate.ch/listings/bru/3002289122/image/0552ccc88dea47c34147705cb7e70aad.jpg, https://media2.homegate.ch/listings/bru/3002289122/image/41c358b2aa7a5d6dcb2e2817ef91d22b.jpg, https://media2.homegate.ch/listings/bru/3002289122/document/f414aa4a4004ea99a18f8b937a81df62.pdf",CH,Zürich,8049,,Hardeggstrasse 27,47.3968564,8.5023059,,,,,150,1390,1240,,"Die Wohnung wird vorzugsweise an EINE erwachsene Nichtraucher-Person von über 30 Jahren ohne Haustiere vermietet.Die schöne Wohnung zeichnet sich wie folgt aus: Ca 34 m2 WohnflächeSonnige und ruhige LageGanze Wohnung neu gestrichenWohnraum und Korridor mit EichenparkettModerne Küche mit GlaskeramikherdModernes Badezimmer mit Dusche und WCEinbauschrankBalkon mit unverbaubarer Sicht auf Garten, Spielplatz und LimmatHinweis: Die Bilder stammen von einer Wohnung mit vergleichbarem Standard und Grundriss im Hochparterre, also eine Etage tiefer als das hier angebotene Objekt. Die Liegenschaft wurde 2006 erneuert und ist Minergie zertifiziert. Es handelt sich um ein gepflegtes, ruhiges Mehrfamilienhaus. Haustiere sind nicht erlaubt. Die Wohnung ist ab 1. Februar 2023 oder nach Vereinbarung verfügbar. Konnten wir Ihr Interesse wecken? Die Besichtigung findet durch den Vormieter statt. Dazu dürfen Sie sich an den Besichtigungstermin gleich via Link anmelden. Freundliche GrüsseBruppacher Verwaltungs AG",https://www.homegate.ch/mieten/3002289122
"Ruhig im Grünen wohnen in Zürich-Höngg, Bushaltestelle Heizenholz",0,1.5,,"https://media2.homegate.ch/listings/preaba/3002261165/image/1c540c5d7a40f6b7a6c91ead6c9eb5e3.jpg, https://media2.homegate.ch/listings/preaba/3002261165/image/edf11c8d48cbfbf59bee4897df98e241.jpg, https://media2.homegate.ch/listings/preaba/3002261165/image/65c5e9ea75225ab17a0ae6903c80add7.jpg, https://media2.homegate.ch/listings/preaba/3002261165/image/35ff0c12b383ef4ff9d47e0a1d9c1c16.jpg, https://media2.homegate.ch/listings/preaba/3002261165/image/ace48602c5519a2c72dc3333b8e3af24.jpg",CH,Zürich,8049,ZH,Naglerwiesenstrasse 58,47.41331539999999,8.480793199999999,,True,,,175,1415,1240,,Wir vermieten eine kompakte und heimelige 1.5-Zimmerwohnung.Die Wohnung bietet:- Abgeschlossene Küche- Bad/WC- Einbauschränke- Parkett- Kellerabteil- Autoeinstellplatz à CHF 150.-- vorhandenDie Wohnung verfügt zudem über einen grosszügigen Sitzplatz.Haben wir Ihr Interesse geweckt? Wir freuen uns über Ihre Kontaktaufnahme.,https://www.homegate.ch/mieten/3002261165
1-Zimmer-Wohnung in Höngg,-1,1,27,"https://media2.homegate.ch/listings/seikx/3002260438/image/4ddf43d19f599e59873b7798665e17c8.jpg, https://media2.homegate.ch/listings/seikx/3002260438/image/5b36f5cfb8e283af00d353af259adbc6.jpg, https://media2.homegate.ch/listings/seikx/3002260438/image/f45752e0b97477eb377bd9207a1c0f76.jpg, https://media2.homegate.ch/listings/seikx/3002260438/image/09d97f96c8f59ff3e505c75bd2bcf853.jpg, https://media2.homegate.ch/listings/seikx/3002260438/image/9521ebae2e22e09f0e32d0ecac695ab9.png",CH,Zürich,8049,ZH,Tobeleggweg 34,47.3980998,8.5035137,,,,,110,1090,980,,"Tobeleggweg 34, 8049 ZürichPer 01. Dezember 2022 oder nach Vereinbarung vermieten wir im Halbuntergeschoss diese charmante 1-Zimmerwohnung.Von den Haltestellen Tram 13 und Bus 46/38, welche sich in unmittelbarer Nähe befinden, erreichen Sie das Stadtzentrum von Zürich in weniger als 15 Minuten. Das beliebten Quartier Zürich-West (Kreis 5) erreichen Sie in weniger als 8 Minuten.Die Wohnung bietet folgenden Ausbaustandard:grosses Wohn/Schlafzimmer Bad/WCZu Fuss ca. 6 Min zur Haltestelle ""Schwert""Die Bilder entsprechen dem Ausbaustandard und können vom angebotenen Objekt leicht abweichen.Nach dem Ausfüllen des Kontaktformulars teilen wir Ihnen gerne die Besichtigungstermine mit (keine telefonische Auskunft).Seitzmeir Immobilien: Wir hinterlassen Spuren seit 1917.",https://www.homegate.ch/mieten/3002260438
Modernes Deluxe Studio Apartment in Oerlikon,,1,25,"https://media2.homegate.ch/listings/x551/3001034653/image/4bebea7187af52bac0d52fb8df91142f.jpg, https://media2.homegate.ch/listings/x551/3001034653/image/7a7e1b13e1f6822ae3ad653f8f23d900.jpg, https://media2.homegate.ch/listings/x551/3001034653/image/32af7e7c15d4ad92822757cffb9247f0.jpg",CH,Zürich,8050,ZH,Binzmühlestrasse 51,47.4137594,8.5446013,30,,,,,2400,,,"All Inclusive- komplett möbliert (kann entfernt werden)- gratis Wi-Fi Internet- alle Nebenkosten inbegriffen (inkl. Strom, Heizkosten, Waschküche, etc.)- Haustiere auf Anfrage- 2 Monatsmieten DepotAngegebener Mietpreis gilt ab einer Mindestmietdauer von 3 Monaten, Kündigungsfrist 30 Tage.***All inclusive- completely furnished (can be removed)- free Wi-Fi internet access- all additional costs included (incl. electricity, heating costs, shared laundry, etc.)- Pets allowed on request- 2 months depositThe indicated rental price is valid from a minimum rental period of 3 months, notice period 30 days.",https://www.homegate.ch/mieten/3001034653
Loftwohnung in der Nähe vom Bahnhof Oerlikon,3,1,64,"https://media2.homegate.ch/listings/vers/3002254351/image/1232c7668229eefdb8f3034bf8fd61a7.jpg, https://media2.homegate.ch/listings/vers/3002254351/image/684f4a39840e09618c47633a9108a188.jpg, https://media2.homegate.ch/listings/vers/3002254351/image/28e86b012fb7cdb2b98229e497f97df4.jpg, https://media2.homegate.ch/listings/vers/3002254351/image/8ec7dca85cd16f2c289d1dc3bb08a987.jpg, https://media2.homegate.ch/listings/vers/3002254351/image/526181ba2fa70b73798aca780901abdf.jpg, https://media2.homegate.ch/listings/vers/3002254351/image/da2eee134e96395acd7537a813708c29.jpg, https://media2.homegate.ch/listings/vers/3002254351/image/3452706e67b33969354ec6113c9bfa5d.jpg, https://media2.homegate.ch/listings/vers/3002254351/image/77b6633318e526e10fc0a37051b4d938.jpg, https://media2.homegate.ch/listings/vers/3002254351/image/39c31c844be64eb996bd34656bcb2987.jpg, https://media2.homegate.ch/listings/vers/3002254351/image/f924ecc2730f3a9d637a0cda3e4bea1c.jpg, https://media2.homegate.ch/listings/vers/3002254351/image/5ae886e3104c4b4f2c5e7161e4719b5e.jpg",CH,Zürich,8050,ZH,Birchstrasse 98,47.4078536,8.5370233,150,,,,210,2440,2230,,"Wir vermieten per 16.12.2022 oder nach Vereinbarung diese moderne Loftwohnung an zentraler Lage. Die Wohnung verfügt über 64m2 und bietet Ihnen folgenden Komfort:Wohnräume mit ParkettbodenOffene Küche mit viel Stauraum und modernster Ausstattung (Glaskeramikherd, Geschirrspüler, Backofen etc.)Modernes Bad/WC mit PlattenbodenEinbauschränke im Korridor und SchlafbereichBalkonWaschmaschine/TumblerKellerabteil vorhandenMieterapp vorhanden Zudem kann ein Auto-Einstellplatz für monatlich CHF 180.00 dazu gemietet werden.Zahlreiche Einkaufsmöglichkeiten sowie Dienstleister und Restaurants befinden sich in unmittelbarer Nähe. Zudem ist der Bahnhof Oerlikon 5 Gehminuten von der Liegenschaft entfernt.Haben wir Ihr Interesse geweckt? Für die Vereinbarung eines Besichtigungstermins, melden Sie sich bitte bei Frau Oberholzer unter Tel. 044 389 77 52.Die Bilder zeigen den Wohnungsstandard und können leicht abweichen.Weitere tolle Angebote finden Sie direkt unter www.verit.ch",https://www.homegate.ch/mieten/3002254351
